"","name","count"
"898","state running back ronnie hillman",2
"899","bar reservations credit cards accepted",2
"900","full bar reservations credit cards",2
"901","portland coach john spencer said",2
"902","percent overall percent point range",2
"903","north american electric reliability corp",2
"904","said dan mogulof university spokesman",2
"905","britons exposed griefstricken ordinary people",2
"906","cellphone yearold dowler — found",2
"907","claim tabloid listened interfered messages",2
"908","exposed griefstricken ordinary people addition",2
"909","griefstricken ordinary people addition celebrities",2
"910","interfered messages left cellphone yearold",2
"911","left cellphone yearold dowler —",2
"912","listened interfered messages left cellphone",2
"913","many britons exposed griefstricken ordinary",2
"914","messages left cellphone yearold dowler",2
"915","ordinary people addition celebrities politicians",2
"916","people addition celebrities politicians pursued",2
"917","tabloid listened interfered messages left",2
"918","the claim tabloid listened interfered",2
"919","cardinals manager mike matheny said",2
"920","emotional leader hometown san diego",2
"921","exwife knew might led former",2
"922","leader hometown san diego chargers",2
"923","mitchell seaus exwife knew might",2
"924","neither mitchell seaus exwife knew",2
"925","seaus exwife knew might led",2
"926","anterior cruciate ligament left knee",2
"927","hours pm monday saturday pm",2
"928","state sen jim whelan datlantic",2
"929","farmington hills police chief chuck",2
"930","hills police chief chuck nebus",2
"931","athletic director jerry bovee told",2
"932","bovee told the salt lake",2
"933","director jerry bovee told the",2
"934","good time hire new football",2
"935","jerry bovee told the salt",2
"936","state athletic director jerry bovee",2
"937","told the salt lake tribune",2
"938","weber state athletic director jerry",2
"939","index smaller companies rose percent",2
"940","russell index smaller companies rose",2
"941","the russell index smaller companies",2
"942","chicago teachers union president karen",2
"943","teachers union president karen lewis",2
"944","told the new york times",2
"945","cholesterol mg dietary fiber g",2
"946","g cholesterol mg dietary fiber",2
"947","protein g cholesterol mg dietary",2
"948","arrested block madison avenue charge",2
"949","bisexual men heterosexual couples one",2
"950","contracting hiv including bisexual men",2
"951","high risk contracting hiv including",2
"952","hiv including bisexual men heterosexual",2
"953","including bisexual men heterosexual couples",2
"954","people high risk contracting hiv",2
"955","risk contracting hiv including bisexual",2
"956","arrested bench warrant saturday case",2
"957","bench warrant saturday case charged",2
"958","oregon coach chip kelly said",2
"959","treasury secretary timothy geithner said",2
"960","antiseizure moodstabilizing drug prescribed bipolar",2
"961","depakote antiseizure moodstabilizing drug prescribed",2
"962","moodstabilizing drug prescribed bipolar disorder",2
